Corpus,Label,ID,Quote Text,Response Text
GEN,sarc,GEN_sarc_1390,?Don?t Re-Nig? purveyor Paula Smith says bumper sticker isn?t racist | The Sideshow - Yahoo! NewsI wonder if she is a Republican?I put this in the religion forum because I am pretty sure she is a Christian too.,"Well....it was easier to get them to use those rather than the ones that just said ""White trash onboard""......."
GEN,sarc,GEN_sarc_1391,"A similar question might be if you are here, why are your parents still alive?","Just to be pedantic, a better analogy would be: ""If you are here, why do you have brothers and sisters?"""
GEN,sarc,GEN_sarc_1392,"You did not ask for a quote which says ""we should ban guns"" and you posed the question TO ""anti-gunners"" you did not ask for anti-gun comments.","So if you quoted Ted Kennedy when he said to his wife in an event that wasn't even publicized ""Good morning, sweetie"", that would be an answer?"
GEN,sarc,GEN_sarc_1393,"Well, I guess if you don't get it, you don't get it.",Was your pretty graph supposed to convince me that the universe can't be understood? Perhaps I was to intuitively understand that you're right :p
GEN,sarc,GEN_sarc_1394,No. You can take it as the fact that we do not have proof.The UN has also said that Zionism = Racism. Does everyone accept that?,More heretical misinformation from dear old cap0.   'Zionism is Racism' - a Dead Issue
GEN,sarc,GEN_sarc_1395,"""Hi it's me"" wrote:""Dr. Phillip Johnson has been called 'our age's clearest thinker on evolution' and the 'principal lay critic of Darwinism.' He is the author of Darwin on Trial, Reason in the Balance, Defeating Darwinism by Opening Minds, and Objections Sustained.""He was obviously called that by fellow creationists. I also note that he wrote plenty of books. I didn't realize that there was that much to cover. How much can you write about a topic you don't understand or try to misinterpret?Walking-fish:I love it when creationists/IDers quote Phillip Johnson, but I hate the fact that he has my first name. Lawyers make excellent sophists, being able to support both sides of an argument with equal effectiveness. They can expound forever about topics they are totally ignorant about. And this is what makes Mr Johnson such a valuable resource for the creationist movement.",That's it? That was your post? To attack a source without anything backing you up? Bravo!
GEN,sarc,GEN_sarc_1396,"Actually it is. You keep arguing that everyone who disagrees with you is an atheist, when they clearly are not. The rest of my signature backs that up. Furthermore, your constantly claims about your religious rightness fail due to the simple fact that your religion is not the only religion.","Try and comprehend this child, your siggy is your OPINION. It is evidence of nothing real or imagined. Only in your mind does it prove anything at all.  "
GEN,sarc,GEN_sarc_1397,"In Genesis, humans are created seperately from all other creatures, but apes and monkeys are not specifically mentioned.","But on the other hand, Genesis isn't a scientific document. No wonder. Why would a bronze age nomad from the Levant be aware of at least 3 tailless species of primates, or even the tailed primates from Africa, South America, and even Madigascar. If they aren't mentioned in the Bible, do they exist?"
GEN,sarc,GEN_sarc_1398,And where does the macroevolution feature in that combination?,"Because the soundbite ""survival of the fittest"" was coined to explain evolution to the stupid masses."
GEN,sarc,GEN_sarc_1399,http://www.bloomberg.com/apps/news?p...d=awia81URdshwWho the hell is he to say the love between my partner and I of 8 years is weak?! It's stronger than many heterosexual couples.,Well if you are Catholic you would should probably find him pretty credible.
GEN,sarc,GEN_sarc_1400,"Majority backs gay marriage, ballot measure in poll : DC AgendaKeep in mind that this is an opinion poll, so take it for what its worth, but it seems to indicate that the people of DC wanted to vote on this issue.",let's have an up or down vote on your marriage rights too Lurch.....
GEN,sarc,GEN_sarc_1401,Averages tend not to mean much when 14 kids are laying dead in a school.,And irrational emotional appeals seldom hold up in the face of logic
GEN,sarc,GEN_sarc_1402,"Apparently gay marriage is more threatening than unmarried gay couples are. The point about legalizing gay households is certainly puzzling unless one contends that cohabitation is illegal (which it isn't). But just in case I'm wrong, perhaps the authorities should be notified of all the heterosexual unmarried couples and they should be hauled off to jail.","oh cc, apparently, 10% of the population has the power to destroy the other 90% somehow. We can't be in the military because we have the power to undermine things, we can't get married cause we will destroy marriage for everyone, we cannot possibly have committed relationships because it would make Britney look bad ( although, I have her beat by 4 years and counting, still happy and going) We have the power. We are gay, ten percent taking out the other 90% or so they say (ask jaaman for more info)"
GEN,sarc,GEN_sarc_1403,"Old Allah must be schizophrenic in real life then not to know Jesus is divine and the only way of salvation (John 14:6, Acts, 4:12, etc.). Someone posted the following some time ago for more on this general subject:Mohammed v. Jesus.","Yes yes yes. We know you are bigoted against any non-christian. I am sure that the out of context quotes are totally misrepresenting Islam. But, your out of context quotes totally misrepresent Judaism too.. so that is no surprise."
GEN,sarc,GEN_sarc_1404,Hooray it is about time. Got to slap dem Christians down.,"It's sophomoric remarks like that that hurt the gay cause in America.   God isn't mocked, though. And I doubt the people are either.   And I'm glad California outlawed the sin. The only thing you have left is to hope the far left, spiritually-stunted judges in the US Supreme Court are pro Sodom and Gomorrah."
GEN,sarc,GEN_sarc_1405,Isn't there some evidence that shows that the early Church was communist(notice the small c) in nature ? Where every member of the church shared a collective ownership of their possessions.,"Big Bear, ye mae be thinkin' o the Mennonites. Er the Hutterites, er the Amish. Er mebbe the followers of thet Zwingli feller."
GEN,sarc,GEN_sarc_1406,"Anyone who suggests abortion is a dispute between the rights of a woman and a fetus is trying to mislead you or is negligent about the nature of abortion rights. This isn't a dispute between woman vrs fetus but instead an issue between a woman's right to abortion and the interests of a small yet powerful vocal minority who believe they can project their views upon the majority. Rights are not simply just passed out but are based upon interest…something the Supreme Court based their conclusion during Roe v Wade. In the many years that have supported abortion rights I have never found a single pro-lifer who could prove, outside their opinion and others, how a fetus has an interest in being born. Unfortunately for them, fetuses have never elected pro-lifers to speak their behalf of but instead vice-versa. The pro-life movement plays as a self-appointed representative towards fetuses despite a lack of evidence or substance as to why a fetus, at the moment of conception, has an interest in living. So the debate is just whittled down to two factions; those who believe that abortion is a right provide to women or that a minority can oppress their views upon others because it happens to offend their beliefs. Women have a right to abortion because, as a nation, we have an invested interest in keeping abortion legal for them. For nearly 70 years we know that the fruits of coercion childbirth do not payoff…they lead to the corruption of law enforcement, provide criminals another avenue of wealth, wreck death and mutilation upon desperate women, destroy the healthcare system and leave behind an underground abortion rate that is rarely addressed by those who support coercion childbirth in the first place. Fetuses are immune from having an self-interest in being born because they have never developed such feelings in the sheer majority of abortion ever performed. Their brains are often far too primitive to hold such emotions or even awareness. If the fetus is incapable of feeling outraged or offended by being aborted then what is the big deal? Considering abortion was more legal during the times of our founding fathers then today.","Tell me then, does someone who is mentally retarded have a self-interest in staying alive? What about someone in a coma?"
GEN,sarc,GEN_sarc_1407,"Yep I did say that and you don't know why? If you can repeal the BOR, any one of them there is nothing to stop you from repealing the Articles either is there? In fact, you have made that claim repeatedly.",I find it funny you think Article V was repealed yet the bill of rights references Article V for passage.   So we have the bill of rights which can't be repealed but Article V which was repealed meaning all the amendments we had are unconstitutional? You've really lost it haven't you.  
GEN,sarc,GEN_sarc_1408,What about a firearm junkie?,"Has the American Medical Association decided to recognize that aluminum, steel and polymer and addictive narcotic substances that can drastically alter a person's mental status?"
GEN,sarc,GEN_sarc_1409,I am stating an Opinion based on my observation and the things I have read coming out of YOUR keyboard. If I see a black kettle I call it a black kettle...,"Observations? Like the posts I have made? Which would be documented via quotes?....emoticonXConfused You demanded 'links' for your recurring rudeness, I produced them. I demand 'links' for my creationism."
GEN,sarc,GEN_sarc_1410,People have been trying for centuries. It's hard to diss the truth. Jesus is Lord!,"It's also hard to convince a rational person that something is so if there is zero evidence of its truth, but then you wouldn't have any clue about that."
GEN,sarc,GEN_sarc_1411,"Every couple who wishes to be married should apply for a marriage liscence tomorrow, valentines day. If the town halls are inundated with requests then it will send a message that we GLBT people as a whole will not tolerate being made into 2nd class citizens",I think we should not only allow GAYs to have legal marriage rights but also those who want to practice insist as well as all who want to practice polygamy. Let us not stop there let us sanction union between human and animals. After all I love my Dog and my Parrot. Why stop with GAYs?   By the way where does the term GAY come from for homosexuals.
GEN,sarc,GEN_sarc_1412,"they both were guilty of the very thing that you love to post about simone. however kennedy..being the terrorist loving, mary jo kopechne murdering,corrupt, runt of the kennedy litter probably was the most worthy of contempt ..at least slick willy was worth a laugh.",Are you going to go and urinate on his grave as well?  My! My! What hatred and vitriol! What does it feel like to have so black a heart?
GEN,sarc,GEN_sarc_1413,"what? because it's a swear word.  we gave you 'f*ck' too, but do you really think that 'australia: so what the f*cking hell are you waiting for' would be an appropriate ad campaign just because we started the word? emoticonxrolleyes","have you considered a career in advertising?  by the way you f***ed us too. Australians troops were cannon fodder in WWI for the British Empire, remember Gallipoli?"
GEN,sarc,GEN_sarc_1414,"It doesn't really connect to your comment, the whole Paris Hilton theory spawned from eating a whopper and trying to be a nuisance, both of which were highly successful. TROLLS UNITE!","Actually, I read that the god of the bible was really a macaroni monster. He likes cheese, too."
GEN,sarc,GEN_sarc_1415,"I voted No, cars are for transportation only, only because it was the only ""no"" option. Money's for rich people.",What's the matter? Can't anybody in KC afford to have 2 cars? emoticonXWow
GEN,sarc,GEN_sarc_1416,(I felt the holy spirit .. take your lithum kid).. ),"So...all Christians have some sort of brain damage, trebor? You're not getting any better at this are you?"
GEN,sarc,GEN_sarc_1417,"No, you're mixed up. You see, Superman is a fictional comic book character who was created by Jerry Siegel and Joe Schuster back in the 30s. Jesus is the true Messiah of humanity who in fact did save the World from Spiritual Darkness. He defeated death and even travelled in ways that defied the laws of physics after being crucified and presumed dead by His murderers. Jesus Christ is the real Superman. Any powers you attribute to the fictional character Superman, you can accurately attribute to Jesus and you wont find him wanting. I'm a real fan of Superman, but I love, worship and trust my eternal life to Jesus Christ. With that said, I'm calling it a night and have no desire to help you continue to mock the Lord.","Wow Archie, way to suck the fun out of something. Let me use your words here:  "
GEN,sarc,GEN_sarc_1418,"I've lost track of what we're arguing about here.Are we arguing about Alexander or James I?Are we arguing about whether they were bisexual or homosexual, either one of those two or both of them, or which one?","Alexander, I don't give a rat's rectum about King James. emoticonXBanghead"
GEN,sarc,GEN_sarc_1419,"Ok, we all know that human beings were created in the image of God.","No, actually, we don't.   I suppose it's pointless to ask someone who would speak for God to not tell me what I know."
GEN,sarc,GEN_sarc_1420,I agree with this but you have to remember what works in one place may not work in another and visa versa.,O.K. lets' play your game. Gun control has worked exactly WHERE?
GEN,sarc,GEN_sarc_1421,That's not the issue.This is the nuts and guts of the issue:McChrystal's Pat Tillman ConnectionDo you get it?The chickenhawk lies?The cover up?This XXXX dishonored the memory and heroism of Pat Tillman.,"I don't understand your outrage. McChrystal's your boy's general now. Are you saying that you disagree with ""the Great One""?"
GEN,sarc,GEN_sarc_1422,An example of this would be an airplane for the most part. The laws are strictly enforce although they can still be beaten. However instances of this actually occurring in a way that puts people in danger are few and far between. So yes it can work but it takes incredible measures to make it work.,It appears the safety Nazis feel gun free zones should be ran like prisons. Maybe the safety Nazis should take a field trip to their states prison system and ask the guards if guns or any other weapons ever make it into the prisons. Prisons are considered gun and drug free zones. If this was true then how can an inmate get shot by a gun in prison?
GEN,sarc,GEN_sarc_1423,How much you want to bet he isn't even American? How many of us do you know who type in broken English?,"Plenty. You haven't noticed how many ""sentences"" you post that aren't sentences?  "
GEN,sarc,GEN_sarc_1424,"People could have been created accidentally by the magical tree of wisdom as well, or the pink bunny wabbit from mars and then shipped to Earth via 1 way teleportation devices. There's no need for some omnipotent (impossible) God.","Nor is there any need for some mythical molecular elemental, nebulas natural selection, or mystical transitionals based on peicemeal forensics and antithestic rhetoric."
GEN,sarc,GEN_sarc_1425,You all are missing the point that the morning after pill is abortion (or rather could be). It can still kill a human life on purpose.,The egg is now a conscious human? In under 72-hours? Wow.
GEN,sarc,GEN_sarc_1426,I respect the 2A and would hesitate to do away with any of the things our founders put in place as most have exhibited a timeless quality difficult to argue with. And no I'm not related to the next President. Wish I was though. I bet he will have the mad hookup for NBA Finals tickets.,"You actually posted something that made good sense, and was funny too, maybe there hope for you yet."
GEN,sarc,GEN_sarc_1427,"Hey, let me jump in on this one.Creation science has found nothing. There are no ifs, buts or maybes, on this one. Creation science is wrong and has been proven so by the scientific community time and time again. Look at pretty much any post on this forum and you will see this. Every time a Creat brings up an argument, the secular residents of this site beat them down with logic and reason.No Creat argument has stood up to the test of science. Pure and simple.",point me toward the right way then? if creationists are wrong then why is evolution right? this is a biased answer based on your beliefs. please tell us how creationists were wrong. i would gladly like to see you try!
GEN,sarc,GEN_sarc_1428,Through the media's support of the presuppositions taught in high schools and under graduate institutions people all to often espouse their expertise in their knowledge of the certainty of evolutionary “theory” which is most always overwhelmingly lacking and incorrect.,"And you, on the other hand, because you are not educated in science in general, and evolutionary theory (why the quotation marks?) specifically, are qualified to correct those of us who spent years in study of the topic."
GEN,sarc,GEN_sarc_1429,"I don't know, getting mobbed by a pack of lawyers (and then getting the bill)  just might be worse than a quick death. :pYou go though Jim! :pWaxy",John/John would figure out a way for the American taxpayers to foot the bill.
GEN,sarc,GEN_sarc_1430,"You mean to tell me that you would deny a woman's right to her own body for a zygote, yet you have no problem murdering real human beings? Sounds like a conservative to me...","You mean to tell me you would deny a life to be lived out and someone to get away with a harmful crime?? wow, sounds like a liberal to me.."
GEN,sarc,GEN_sarc_1431,Newsweek screwed up. Newsweek should be punished by the World Court for inciting riots and causing deaths with a fraudulent story.,"Did you even notice that they were not the first to report it? Oh wait, you didn't because you are obviously using the fallacy of selective observation.  "
GEN,sarc,GEN_sarc_1432,The Mumbai massacre was an attack by Pakistani terrorists. If a country can't keep terrorists armed with machine guns and bombs from crossing its borders then you can't expect gun control to help in such situations. There might be even more such attacks in the US if the US shared a border with Pakistan.,"All the more reason to be armed to the teeth huh,does this mean you see it our way?"
GEN,sarc,GEN_sarc_1433,...so where does cancer come from? Isn't that 'cells producing something other than what they are'?,"No, think about what you just said. A cancer cell doesn't mutate, it attacks healthy cells and causes the destruction of healthy tissue. Kinda like liberals in a healthy society - they are the free radicals of the body politic, huh... go figure."
GEN,sarc,GEN_sarc_1434,"Voting isn't a third way, it is the rule of the majority by virtue of their posession of the greatest force.It is where voting does not decide, but where individuals are allowed to decide for themselves, that there is freedom and justice.",And Anarchy. Am I allowed to kill someone if I feel like it ?
GEN,sarc,GEN_sarc_1435,"My thoughts exactly. Can minors buy plane, train, bus tickets?","Sounds like an abortion bill amendment to restrict all travel by minors is needed by those demanding that young girls give birth after being impregnated by rapists, fathers, uncles, etc. Might as well include adults, just to simplify matters and enhance state police power. Bubbah will be pleased."
GEN,sarc,GEN_sarc_1436,"only if you stop doing the same in every other thread. Oh wait, that's impossible. Nevermind.","For someone that knows how each side thinks, I would have thought you would have had an eye opening response that would have had me recanting everything I have said in the past and glorifying your name and everything you would say in the future, BUT, instead I got   "
GEN,sarc,GEN_sarc_1437,"Yes, I'm so ashamed that we don't spend the majority of our national budget on bigger and better ways to kill people. Instead, we focus on humanitarian efforts. What a waste of time, money, and manpower!",  Now that is a diaper load. How's that free speech thing doing up there by the way.
GEN,sarc,GEN_sarc_1438,"The 1967 act ""...allows termination of a pregnancy at any time if there is a significant risk of the baby being born seriously disabled.""It doesn't specify what ""seriously disabled"" is: it's it left to the discretion of the doctor.",I see. Sounds too nebulous to stand up to scrutiny in the US. I'm guessing that the SCOTUS would strike down such as law as being too vague.
GEN,sarc,GEN_sarc_1439,"You're missing the bigger picture. I don't see the conflict, BIBLICALLY SPEAKING. Because in the Kingdom of God there is also judgment. Ever read about the Israelis coming under judgment and being enslaved by the Babylonians? Why did that happen to them? BECAUSE THEY DID NOT LOVE GOD AND THEIR NEIGHBORS AS THEMSELVES. They broke the law of love. God didn't break it, they did. So, because they hated and did not turn from their wicked ways, they came under judgment. And if you read the book of Judges, that usually humbles the people and turns their hearts back to God. That's why I say there is no conflict. God's economy makes sense.",Ahhh I see so God was more than willing to use extreme punishment for not loving your neighbor. Like how Sodom and Gomorrah were punished for not loving their neighbor.  
GEN,sarc,GEN_sarc_1440,"Only until the GOP gets its act together or a true Conservative Party can replace it. The idea is that Conservatism works every time it is properly implemented. You have to remember that whenever Liberals have a long term stranglehold (re. New York State), there is no prosperity, only misery and an expansive (and expensive) welfare state.",I guess the European union is a great failure? Is that why the Euro is trending 1.5 dollars as liberalism creats misery?
GEN,sarc,GEN_sarc_1441,Hmm....some opposition to the petition...More left wing ideology at work.,So now those that are opposed to even more laws on the books and a return to Old Testament practices are considered left wing? What's this world coming too? LOL
GEN,sarc,GEN_sarc_1442,"The Gun Control Act of 1968, which initiated the background check requirement, was written by liberal politicians; the main people who support gun control laws. It was these same gun control nuts that chose to intentionally not require private transfers to involve background checks.You missed the opportunity back in 1968, you have no room to gripe about it now. Shut up.",I was eight at the time. I'll read up and get back to you. Mind your manners.
GEN,sarc,GEN_sarc_1443,"Everything you say here is absolute horse dung where reality is concerned. Especially since I, a born again believer is here adamantly denying that I or every christian community I have ever been associated with would ever support or endorse a christian oligarchy in the USA.",Hmm.. does that include the Muslim Communities you were associated with too?.. We know as rational people that Denial is the Christians best weapon. You should seriously consider increasing your medications..   
GEN,sarc,GEN_sarc_1444,"I don't believe it is a part of God's plan. I don't have a denomination, I simply try to follow scripture as clearly as it denotes. Most of the denominations are nitpicking anyway and it takes away from the overall.","Yes but your one of those Christians people hear about, but never find. You don't really exist. :)"
GEN,sarc,GEN_sarc_1445,"I believe you said this a few days ago.Today it was revealed that the man the British police shot and killed on the subway because he did not stop as requested was a Brazilian who had nothing to do with the terrorist attacks in London.Spoke too soon ? ....this is what comes of having a smug european superiority attitude about the americans. If the British are doing this, lord knows what the French are doing out of the public eye in France !","so you are into pommy bashing now? mae honey, is there anybody you don't like? emoticonXRolleyes"
GEN,sarc,GEN_sarc_1446,"Why? Because police cars attached to the Washington MPD's Civil Disturbance Unit had escorted the SEIU protesters' buses to Baer's home. Such cross-jurisdictional escort activity is not uncommon for both departments according to Friz and Metro Police Department spokesperson Officer Eric Frost. Still, the District police did not inform their colleagues of what was about to happen in one of their Maryland neighborhoods.",So cross jurisdictional escort is a fairly common occurrence in the area. You will note that it is not the local cops talking about not being informed....it is the author of the article whining about it.
GEN,sarc,GEN_sarc_1447,"Perhaps if they did allow priests to marry, they wouldn't be sexually abusing the children they are suppose to teach.",...Because everyone knows there are no married men sexually abusing children. emoticonXConfused
GEN,sarc,GEN_sarc_1448,The morning after pill has the potential to destroy that unique post-conception human entity. Regardless of whether it's right or wrong in somebody's eyes does not change the truth written above.,"Well, the pill has the ability to not let it implant, which ""God"" already cause for around 60% of its contemporaries. The pill doesn't destroy the ""entity"" at all."
GEN,sarc,GEN_sarc_1449,"Generally creationists follow an ideology which forbids questioning of beliefs, sometimes explicitly, sometimes implicitly..","Oh.. that makes sense. Because, it sounds exactly like modern day republicans."
GEN,sarc,GEN_sarc_1450,No church has to marry any couple if they do not wish to do so.,"But apparently they can't say no to renting the property for a gay wedding, even if they decide to just say 'no' to everyone and get out of business. go figure"
GEN,sarc,GEN_sarc_1451,WHAT?? WHO'S OUT TO GET ME?? (Twilight Zone music playing in background) :p,"Good to know that sence of humor hasn't completely evaded you.   Had me worried there for a moment, or two, or three... emoticonXWow"
GEN,sarc,GEN_sarc_1452,"Err, no correction necessary, I just felt like saying Enrapture.No the dooms-day will not be on the arrival of the asteroid, that has nothing to do with it, the dooms-day event will be a terrible event, even for the innocents, wrong on both accounts. emoticonXGood","oh do tell us of this dooms day event, will we need new nike sneakers and $1.75 in our pocket when we all die?"
GEN,sarc,GEN_sarc_1453,"Ah, another proponent of nastiness.Say hello to your Hitler-loving brother in Pinson, Alabama, Mike Vanderboegh.","Never heard of him...however, looks like those ever-loving proponents of free speech up in Canada showed Anne Coulter that 'free-speech' is Only what liberals make it to be....."
GEN,sarc,GEN_sarc_1454,"it's a part of doing that with marriage though. it's a way of changing marriage.  it basically is abolishing it in a cultural sense, from what it's been defined as. that 'one iota' we're discussing is a major change: part of the very heart of what marriage is.","Whose culture are we talking about, here?  I thought I was a member of the culture. What am I, chopped liver?"
GEN,sarc,GEN_sarc_1455,"for everyone's information, i've told my mom. (i have no father to tell) and i was safe. so if that satisfies everyone's dues then this is done with.","Well, good, I'm glad as heck you have a mom you can tell that to. Mine would've hit the roof, and then hit me on the way back down. Did she flip or was she pretty cool about it?  Just remember (who would we be if not preachy? Us ol' adults, we don't know nuthin') that b.c. isn't one hundred percent reliable or that condoms can break and you can still get nasty bugs all kinds of different ways."
GEN,sarc,GEN_sarc_1456,"If I cannot question and receive specifics I do not consider it a fact. You can read all the books, cruise all the websites. but indeed they are just other peoples opinions.Show me the documented proof!!",So everything that other people say on a website or in a book is just and opinion? And everything you say is a fact? Nice how you've got things set up.
GEN,sarc,GEN_sarc_1457,"Cold, again, is just an adjective. If you take a fish from the arctic seas, and put it in some chilled water (say, 5 degrees celcius) then that fish is going to think it is very hot, despite the fact we would call the water cold.","It's also a noun. But since you're unable but to repeat your self, maybe a few more times will make it 'true'"
GEN,sarc,GEN_sarc_1458,"You know, I think that you are rather an evil person, trying to create guilt where no guilt exists, where no guilt is necessary. Someone made a very important decision at a critical point in her life which made her life better and averted the consequences of a stupid mistake made by a youth. It was not an easy decision for her to make but she made it and it's well in the past, except for the people who want her to feel guilt and trauma about it.",Good lesson! Always take the easy way out to try and avoid consequences of actions. Instead of leaving a note on a car saying you accidently hit you...you should just casually drive away. Thanks Simone!
GEN,sarc,GEN_sarc_1459,What in the Hell does evolution have to do with people doing bad things? I am a believer in creation by God and have never heard such drivel. BOY-HOWDY!!! emoticonXWow,Really? Can you link to a creationist website that does not connect evolution to people doing bad things?
GEN,sarc,GEN_sarc_1460,"Well, you ARE the one advocating the murder of physicians.",And that would make you the one that IS advocating the murder of our future generation.
GEN,sarc,GEN_sarc_1461,I would assume the mother should...what is your point?,"No you don't cede that decision to her, Steeeve, you want to butt into her personal life and make her decision for her."
GEN,sarc,GEN_sarc_1462,"'Course, really, every religious family that prays is a 'faith-healing family', and many don't refuse medical care. What this family should be described as is a 'refusing-medical-care-family.' That's what killed him.","Ready to condemn blind faith yet, jyoshu? Or are you going to stick to the argument that blind faith is fine so long as you can see you're not doing harm?"
GEN,sarc,GEN_sarc_1463,"The anus is used to eject waste, accept this too. In fact it is dangerous to shove things up there, such as a penis, especially when the body is trying to send waste out; this courses all manner of problems associated with digestion.","Umm, don't know about you but I also eject waste through my penis - just don't do it when having sex, just not polite (unless they ask, now there's another fetish I don't get). Isn't it odd if the anus was not designed for a penis its still pleasurable?  "
GEN,sarc,GEN_sarc_1464,Not to be picky but Beck is not a news anchor nor has he ever been. The same goes for Tingles and Oberdork.,Hey don't insult Olberman... he looks good on the tube emoticonXGood lol....
GEN,sarc,GEN_sarc_1465,He took it right in the shorts with his Dawkins claims. Hilarious. But then he's been taking it in the shorts every time he posts his nonsense.,You're out of your depth here kid. Go and clean your push-bike before you go out on your paper round....it's a disgrace!
GEN,sarc,GEN_sarc_1466,"Yeah your right, and thats all it was just a rhetorical question.Really I wasn't trying to be an official ants orfice.emoticonXBanghead","After all he isn't a cousin after all is he. You obviously are older than I thought or spent too much time around the DPC. Old joke? Q. 'where do cousins come from,' A. 'aunt holes'.   Darn J.P. and after all this time we spent together emoticonXHoho"
GEN,sarc,GEN_sarc_1467,"yes, you are correct. i found that discrepancy and corrected my earlier post. i had not read far enough down in the original site to have seen it when i originally posted it. that's when i also was reading the other information that i linked. it gets curiorsor and curiosor. just a week or so ago fbi revealed that they had found more undiscovered explosives in the basement of mcveigh's accomplice. it's like a replay of the keystone cops.  i can't prove this but i suspect it is a lot of this information that is not widely shared and talked about that drove bush's decision to remove saddam. if in fact saddam were implicated in the earlier wtc bombing and of course he tried to murder bush #41, then bush had all the justification in the world to remove saddam.","Dear god.You really haven't a clue about what your talking about.Away with the birdies i think.Yousef was responsible for the 93 bombing,and he himself had very broad associations with some of the Al-Qaeda hardcore(Osama said he didn't know him and was in Sudan while Yousef stayed in Peshewer).Osama wasn't responsible for the 93 bombing,he wasn't responsible for Bali and Madrid and i don't care what the world media tells you.But by all means keep spouting your misinformation,i for one find it hilarious.  The Yousef-Osama-Saddam link is a conspiracy theory."
GEN,sarc,GEN_sarc_1468,"hinata: Hee, hee, you're funny. Jesus was telling a parable. You can't take the tail end of a story and say that Jesus was saying to have them killed in front of Him.","And I didn't. Did you note how I explicitly put [Jesus said] for the first two quotes from the Bible, but not for the third one? Any idea why? Come on, think ... you can do it!"
GEN,sarc,GEN_sarc_1469,As do you.,"What, to be ""open-minded?"" or to embrace your definition of ""tolerance?"""
GEN,sarc,GEN_sarc_1470,"Here are some questions that are not derailers, despite what some here might claim.Jhuger - Questions for Bible-ThumpersAnyone care to try even one?",This coming from someone that is very choosy in the question that they answeremoticonXRolleyes
GEN,sarc,GEN_sarc_1471,"Any religion, group, person, or organization that believes, or preaches that homosexuality is less then heterosexuality is evil.",So if you are not naive then you must be evil
GEN,sarc,GEN_sarc_1472,"I think I should move to another country. Are you serious? That's... funny, but not good.","Well, I guess this all just proves that more brain dead crack babies are surviving than I originally thought."
GEN,sarc,GEN_sarc_1473,"They would say that you weren't a real Christian as well. That all it takes is to believe, or accept Christ into their lives in order to be ""saved"". And since they are the majority that would make you and your kind heretics. Anybody got a match and a stake? :)","Well, the antichrist is going to come and make any true believer a heretic any way so what am I worried about? I knew the risks before I accept the job. :-)"
GEN,sarc,GEN_sarc_1474,"you'll pardon me, please, if i view your response as that of an idiot or dolt. nothing personal, mind you, just an observation. i'll try, in the future, to custom my responses to you. in any case, fare well. and remember that god loves you, even you.","What prompted this?  I guess I need to check what website I'm in...  Your response, Orion, (like trs) is that of a gutless, spineless, dip-wad. One who would tinkle in your drawers if you made such a claim while facing me. But, I've dealt with your sorry, trashy kind before and have found that no matter what is said, you'll act like you're ten foot tall and bulletproof.  But, carry on, Orion. You've shown your true colors now. Cluck at will... emoticonXChicken emoticonXRolleyes"
GEN,sarc,GEN_sarc_1475,"Uh, I think to any thinking person it should be clear that the 95% number is my opinion, not a stiatistic I pulled out of a report somewhere. I am not sure how one would even calculate such a thing, unless you had ever private who enlisted in the military run by the local wally world and fill out an application.","In the future, please try to spare me the theatrical flair.   ...."
GEN,sarc,GEN_sarc_1476,"If Obama had his way, standing against the government would be the most patriotic thing someone could do.","Are we talking about the same Obama here? The same one, who's head of the DHS, told law enforcement to be on the lookout for anyone who disagreed with the government?"
GEN,sarc,GEN_sarc_1477,Re: transubstantiationSpock is an imaginary character who inhabits an imaginary world. Quite an apppropriate analogy.,"Just to let you know you're welcome to come back and debate Islam, don't hurry, you've a lot of reading to catch up on.emoticonXHoho emoticonXLove"
GEN,sarc,GEN_sarc_1478,I just want to thank the Forum participants for making my Saturday quite nice. I am stuck by myself still recovering from Gall Bladder surgery and my wife is gone for a few days having to attend her fathers funeral. So today was made much more tolerable to me by this forum. The posts and debates were particualary interesting today and yesterday.Thanks all.,"wow....there is a real person under there. Good luck on your recovery, chemist."
GEN,sarc,GEN_sarc_1479,"I think it should be legalized for medical use only (reducing the pain, nausea, and weight loss caused by AIDS). If it can ease the pain and suffering of someone, that's fine. I see no use for it other than that. What kind of society will we live in when people can freely smoke something that is 5 times more cancerous than cigarettes, causes lung damage, and pregnancy complications. It impairs motor coordination, reaction time, and it's a mild hallucinogen; great, another thing to have to test motorists for. Drunk driving isn't even under control yet, why should there be something else to monitor. It can change the brain chemistry and makes the brain more open for such other drugs as cocaine and heroin: gateway drug. I just don't think it's a good idea.Used information from ""Psychology Seventh Edition"" David G. Myers",A load of unowhat repeated for many years now. Junk science commissioned to get results that were desired. Check out lung cancer rates for Rastafarians. Nothing abnormally high. Gateway my arse.
GEN,sarc,GEN_sarc_1480,"Other than what the Bible says, I have experienced God firsthand. I have made that “contact” that we all must make in order to know Him. Even though I realize that there is much about God that I won't know until I meet Him, I still strive for that knowledge.","I made contact with God once, but the acid wore off....  "
GEN,sarc,GEN_sarc_1481,"I've got no problem with it. Geez, your not normal if you don't have it circumcised. Some woman won't want you (sexually) because of it. Babies don't remember the pain. And its not just for religious purposes, come on, the main reason is for hygienics . You could get an infection or something at an older age and have to get that done at 15-16 or so on. How painful would it be to get it then. I am happy I am circumcised, and I am glad my parents did it.",So you are happy that they chopped of the most sensitive part of your penis? That someone took and cut out a part of your body without your consent? What if it where your nipples? After all nipples on men serve no purpose.
